goal_x|goal_y|goal_angle|robot_id||
90|117|19|276|143|1
89|116|19|285|130|1
87|119|23|322|93|1
88|119|22|298|119|1
91|118|20|279|144|1
91|118|20|279|144|1
89|118|21|305|113|1
86|118|22|322|90|1
87|120|23|292|124|1
90|119|21|270|152|1
90|117|19|282|137|1
88|117|20|288|126|1
86|119|23|302|111|1
90|117|19|262|157|1
86|118|22|315|97|1
87|119|23|322|93|1
91|121|22|251|175|1
90|119|21|276|146|1
91|117|19|296|126|1
89|120|22|323|98|1
88|120|23|308|111|1
86|118|22|291|121|1
89|120|22|289|132|1
90|120|22|274|149|1
87|121|24|304|114|1
88|120|23|315|104|1
89|119|21|289|130|1
85|119|24|329|82|1
89|116|19|274|141|1
87|123|26|333|87|1
91|119|21|259|165|1
92|119|20|246|-179|1
87|116|20|301|109|1
87|119|23|308|107|1
89|118|21|317|101|1
86|116|21|310|98|1
90|119|21|293|129|1
88|121|24|321|99|1
87|115|19|305|104|1
88|121|24|304|116|1
90|119|21|302|120|1
89|119|21|311|108|1
89|119|21|311|108|1
86|117|22|303|107|1
89|121|23|303|119|1
92|118|19|249|177|1
88|119|22|308|109|1
92|117|18|265|159|1
88|118|21|301|115|1
93|121|22|270|161|1
92|118|19|276|150|1
91|116|18|289|131|1
91|120|21|276|149|1
91|121|22|277|149|1
92|121|22|293|136|1
92|121|22|293|136|1
93|122|23|254|178|1
91|119|21|282|142|1
91|119|21|285|139|1
91|120|21|302|123|1
90|120|22|302|121|1
90|120|22|302|121|1
86|122|26|311|106|1
92|121|22|276|153|1
93|123|24|270|163|1
87|121|24|323|95|1
87|119|23|305|110|1
88|121|24|312|108|1
88|121|24|311|109|1
90|119|21|299|123|1
93|120|21|270|160|1
93|120|21|270|160|1
87|117|21|307|105|1
89|122|24|326|97|1
92|120|21|262|166|1
93|121|22|254|177|1
92|122|23|284|146|1
87|119|23|304|111|1
94|120|20|261|172|1
93|121|22|288|143|1
92|123|24|270|160|1
93|120|21|277|153|1
93|117|18|270|157|1
92|115|17|293|128|1
88|122|25|326|95|1
90|121|23|318|106|1
86|120|24|331|84|1
88|120|23|321|98|1
90|121|23|300|124|1
91|121|22|293|133|1
87|122|25|328|91|1
92|122|23|282|148|1
92|118|19|285|141|1
88|112|16|312|93|1
87|116|20|305|105|1
92|121|22|296|133|1
90|119|21|285|137|1
89|121|23|308|114|1
87|117|21|301|111|1
86|121|25|309|107|1
92|121|22|275|154|1
87|120|23|300|116|1
87|120|23|312|104|1
94|122|22|270|164|1
94|122|22|270|164|1
91|119|21|303|121|1
92|118|19|291|135|1
87|121|24|318|100|1
91|117|19|273|149|1
89|120|22|318|103|1
88|119|22|312|105|1
91|118|20|284|139|1
87|122|25|323|96|1
91|118|20|281|142|1
90|121|23|311|113|1
91|119|21|285|139|1
90|120|22|315|108|1
92|120|21|270|158|1
88|114|18|287|122|1
90|112|15|295|115|1
87|114|19|297|110|1
90|119|21|292|130|1
90|119|21|292|130|1
93|116|17|180|-114|1
93|116|17|180|-114|1
87|121|24|310|108|1
95|121|21|225|-149|1
92|119|20|265|162|1
93|120|21|258|172|1
87|116|20|307|103|1
89|121|23|331|91|1
92|119|20|273|154|1
87|117|21|305|107|1
93|117|18|270|157|1
93|120|21|270|160|1
93|120|21|288|142|1
93|122|23|291|141|1
92|122|23|299|131|1
96|119|19|265|173|1
93|120|21|299|131|1
93|121|22|274|157|1
88|121|24|320|100|1
94|120|20|284|149|1
93|122|23|291|141|1
92|120|21|291|137|1
95|123|23|286|151|1
92|120|21|294|134|1
94|119|19|294|138|1
94|120|20|291|142|1
93|120|21|287|143|1
93|121|22|294|137|1
98|123|23|254|-169|1
98|123|23|254|-169|1
96|124|24|259|-179|1
95|120|20|321|114|1
90|122|24|323|102|1
94|121|21|266|168|1
95|123|23|289|148|1
95|123|23|286|151|1
94|122|22|292|142|1
97|123|23|291|151|1
94|124|24|321|114|1
95|124|24|286|152|1
95|124|24|286|152|1
97|125|25|293|150|1
98|125|25|284|161|1
97|124|24|306|136|1
91|125|26|325|105|1
96|125|25|293|147|1
94|123|23|299|136|1
97|124|24|285|157|1
98|118|18|277|166|1
94|126|26|282|155|1
95|127|27|274|165|1
97|122|22|292|150|1
97|125|25|293|150|1
98|123|23|293|152|1
96|122|22|281|158|1
97|124|24|285|157|1
91|125|26|326|104|1
96|125|25|285|155|1
97|124|24|300|142|1
92|125|26|332|100|1
91|125|26|329|101|1
98|126|26|344|101|1
92|125|26|334|98|1
98|126|26|304|141|1
98|124|24|270|175|1
92|128|29|355|79|1
91|125|26|331|99|1
97|125|25|302|141|1
99|125|25|293|154|1
98|126|26|291|154|1
92|125|26|341|91|1
92|124|25|327|104|1
97|125|25|300|143|1
95|127|27|303|136|1
91|125|26|326|104|1
100|128|28|298|152|1
91|126|27|341|89|1
98|125|25|291|154|1
96|127|27|311|130|1
98|125|25|309|136|1
97|126|26|285|158|1
92|125|26|329|103|1
92|128|29|345|89|1
99|122|22|292|155|1
98|125|25|302|143|1
92|124|25|331|100|1
92|125|26|323|109|1
91|124|25|334|95|1
107|131|31|165|-63|1
92|125|26|340|92|1
93|126|26|334|100|1
93|126|26|323|111|1
95|126|26|311|128|1
94|120|20|3|70|1
101|125|25|254|-162|1
93|126|26|332|102|1
92|129|30|345|89|1
106|132|32|167|-67|1
98|125|25|290|155|1
100|127|27|291|159|1
99|124|24|277|170|1
94|124|24|325|110|1
97|123|23|315|127|1
93|126|26|331|103|1
108|129|30|175|-70|1
92|124|25|329|102|1
99|127|27|273|174|1
96|126|26|309|132|1
92|121|22|356|73|1
97|121|21|351|90|1
100|125|25|296|154|1
97|125|25|311|132|1
108|133|33|162|-59|1
91|124|25|327|102|1
98|124|24|264|-179|1
98|123|23|315|130|1
98|123|23|315|130|1
93|126|26|319|115|1
102|128|28|277|177|1
94|123|23|311|124|1
98|125|25|315|130|1
110|133|34|165|-59|1
100|125|25|274|176|1
93|123|24|321|112|1
98|125|25|296|149|1
97|125|25|299|144|1
98|125|25|291|154|1
99|125|25|281|166|1
100|124|24|275|175|1
98|124|24|282|163|1
99|124|24|299|148|1
93|121|22|312|119|1
99|124|24|303|144|1
100|125|25|293|157|1
101|124|24|281|171|1
92|125|26|332|100|1
99|125|25|294|153|1
90|129|30|304|126|1
95|125|25|319|119|1
91|124|25|319|110|1
99|124|24|285|162|1
101|125|25|270|-178|1
99|124|24|289|158|1
100|126|26|281|169|1
98|120|20|284|160|1
100|124|24|280|170|1
93|119|20|308|121|1
98|128|28|309|136|1
97|124|24|309|133|1
94|126|26|312|125|1
98|125|25|288|157|1
98|125|25|303|142|1
98|128|28|291|154|1
99|127|27|284|163|1
98|125|25|274|171|1
100|123|23|280|170|1
98|126|26|299|146|1
93|125|25|327|107|1
93|127|27|355|80|1
93|128|28|347|88|1
104|138|38|116|0|1
111|139|40|155|-50|2
111|139|40|155|-50|1
110|137|38|147|-42|1
93|129|29|322|114|1
98|129|29|336|110|1
135|142|54|145|0|1
171|146|84|145|0|2
218|153|129|153|0|2
216|147|125|352|165|2
216|147|125|352|165|1
249|155|158|135|24|1
254|157|164|136|23|1
250|153|159|26|134|1
267|159|177|147|0|1
257|151|165|0|162|2
257|151|165|0|162|1
248|151|156|0|160|1
250|151|158|0|161|1
258|150|165|323|-161|1
257|151|165|350|172|1
254|151|162|355|166|1
254|151|162|350|171|1
257|152|165|0|161|1
255|151|163|354|167|1
254|152|162|4|157|1
257|150|164|329|-167|1
254|150|161|344|178|1
254|151|162|349|172|1
269|161|179|129|31|1
246|150|154|4|157|1
250|151|158|5|156|1
251|151|159|0|161|1
248|150|156|2|159|1
250|151|158|0|161|1
247|151|155|0|160|1
248|151|156|357|163|1
248|150|156|2|159|1
249|151|157|357|164|1
249|151|157|357|164|1
248|151|156|357|163|1
250|151|158|0|161|1
249|152|157|353|167|1
250|152|158|0|160|1
250|151|158|356|165|1
248|150|156|0|161|1
250|152|158|0|160|1
250|151|158|6|155|1
250|152|158|10|150|1
249|150|157|354|167|1
249|150|157|354|167|1
251|151|159|3|158|1
249|151|157|357|164|1
251|152|159|0|160|1
246|152|154|0|160|1
249|151|157|2|159|1
249|150|157|357|164|1
247|151|155|0|160|1
247|149|154|357|164|1
248|147|155|6|156|1
250|152|158|0|160|1
251|152|159|0|160|1
249|152|157|2|158|1
250|152|158|2|158|1
250|149|157|8|153|1
250|149|157|13|148|1
250|151|158|10|151|1
251|151|159|2|159|1
249|159|160|34|124|1
247|152|155|4|156|1
248|151|156|4|156|1
247|155|156|18|141|1
247|154|156|14|145|1
247|154|156|14|145|1
248|154|157|15|144|1
248|154|157|12|147|1
251|153|160|12|148|1
249|152|157|15|145|1
247|154|156|9|150|1
247|154|156|2|157|1
245|156|155|352|166|1
248|156|158|348|171|1
247|172|163|355|158|1
258|183|178|342|170|1
257|187|179|340|171|1
262|190|185|355|155|1
263|191|186|0|150|1
263|191|186|0|150|1
239|187|163|357|150|1
233|186|158|0|147|1
245|186|168|163|0|1
243|179|163|147|0|2
243|179|163|147|0|2
243|179|163|147|0|2
243|179|163|147|0|2
243|179|163|147|0|2
243|179|163|147|0|2
243|179|163|147|0|2
243|179|163|147|0|2
243|179|163|147|0|2
245|178|164|153|0|2
245|178|164|153|0|2
245|178|164|153|0|2
245|178|164|153|0|2
245|178|164|153|0|2
245|178|164|153|0|2
245|178|164|153|0|2
245|178|164|153|0|2
245|178|164|153|0|2
245|178|164|153|0|2
245|178|164|153|0|2
245|178|164|153|0|2
245|178|164|153|0|2
245|178|164|153|0|2
218|179|142|13|133|1
220|177|142|20|127|1
222|178|144|19|128|1
224|177|145|30|118|1
223|178|145|20|127|1
224|174|144|38|111|1
220|177|142|20|127|1
220|176|142|19|128|1
219|176|141|23|124|1
221|176|142|19|128|1
224|177|145|29|119|1
229|179|151|49|99|1
243|181|164|79|71|1
244|182|165|75|75|1
240|181|161|50|99|1
242|181|163|61|89|1
240|181|161|47|102|1
238|172|155|63|89|1
233|166|148|60|93|1
240|165|154|140|0|1
236|166|151|188|-34|2
236|166|151|188|-34|1
234|163|148|138|0|1
235|166|150|136|0|2
237|165|151|142|0|2
235|161|148|154|0|2
232|162|145|120|34|2
232|162|145|120|34|1
235|162|148|133|22|1
231|165|146|121|32|1
232|165|147|129|24|1
235|157|146|183|-26|1
236|161|149|162|0|1
234|161|147|166|0|2
235|161|148|169|0|2
230|161|143|147|0|2
235|166|150|144|0|2
234|162|147|165|0|2
230|161|143|175|-21|2
230|161|143|175|-21|1
235|161|148|162|0|1
233|161|146|160|0|2
232|164|146|147|0|2
230|161|143|143|0|2
232|162|145|158|0|2
228|161|141|142|0|2
233|160|145|147|0|2
228|162|142|147|0|2
228|162|142|147|0|2
228|162|142|147|0|2
228|162|142|147|0|2
228|162|142|147|0|2
228|162|142|147|0|2
228|162|142|147|0|2
228|162|142|147|0|2
228|162|142|147|0|2
228|162|142|147|0|2
228|162|142|147|0|2
228|162|142|147|0|2
228|162|142|147|0|2
229|161|142|158|0|2
229|161|142|158|0|2
229|161|142|158|0|2
229|161|142|158|0|2
229|161|142|158|0|2
229|161|142|158|0|2
229|161|142|158|0|2
229|161|142|158|0|2
229|161|142|158|0|2
229|161|142|158|0|2
229|161|142|158|0|2
229|161|142|158|0|2
226|162|140|156|0|2
234|161|147|151|0|2
231|161|144|116|39|2
231|161|144|116|39|1
232|160|144|159|0|1
226|160|139|161|0|2
232|164|146|192|-38|2
232|164|146|192|-38|1
229|162|143|150|0|1
231|160|144|153|0|2
226|163|140|161|0|2
231|158|143|161|0|2
230|161|143|164|0|2
227|161|140|142|0|2
228|163|142|167|0|2
227|160|140|153|0|2
230|160|143|153|0|2
230|161|143|139|0|2
227|161|140|99|55|2
227|161|140|99|55|1
228|161|141|146|0|1
226|161|139|147|0|2
226|160|139|138|0|2
226|165|141|146|0|2
228|160|141|143|0|2
233|160|145|162|0|2
233|160|145|162|0|2
233|160|145|162|0|2
231|158|143|147|0|2
231|158|143|147|0|2
231|158|143|147|0|2
231|158|143|147|0|2
231|158|143|147|0|2
231|158|143|147|0|2
225|160|138|161|0|2
225|160|138|161|0|2
225|160|138|161|0|2
232|160|144|156|0|2
227|157|139|180|-25|2
227|157|139|180|-25|1
227|160|140|130|24|1
233|161|146|165|0|1
229|161|142|153|0|2
230|161|143|156|0|2
229|161|142|149|0|2
227|160|140|160|0|2
232|161|145|166|0|2
228|160|141|142|0|2
230|156|141|138|0|2
233|158|145|174|0|2
227|160|140|138|0|2
231|161|144|159|0|2
230|160|143|157|0|2
228|161|141|143|0|2
227|161|140|146|0|2
227|161|140|146|0|2
227|161|140|146|0|2
227|161|140|146|0|2
227|161|140|146|0|2
227|161|140|146|0|2
227|161|140|146|0|2
227|161|140|146|0|2
227|161|140|146|0|2
227|161|140|146|0|2
227|161|140|146|0|2
227|161|140|146|0|2
227|161|140|146|0|2
227|161|140|146|0|2
227|161|140|146|0|2
227|161|140|146|0|2
227|161|140|146|0|2
227|161|140|146|0|2
227|161|140|146|0|2
231|162|144|156|0|2
230|162|144|130|24|2
230|162|144|130|24|1
229|161|142|151|0|1
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
227|161|140|139|0|2
226|161|139|130|24|1
227|161|140|149|0|1
228|161|141|139|0|2
228|161|141|139|0|2
228|161|141|139|0|2
230|165|145|184|-31|1
227|161|140|149|0|1
227|157|139|127|28|2
227|157|139|127|28|1
227|159|140|155|0|1
224|160|137|147|0|2
224|160|137|147|0|2
224|160|137|147|0|2
224|160|137|147|0|2
224|160|137|147|0|2
224|160|137|147|0|2
224|160|137|147|0|2
224|160|137|147|0|2
224|160|137|147|0|2
224|160|137|147|0|2
224|160|137|147|0|2
224|160|137|147|0|2
224|160|137|147|0|2
224|160|137|147|0|2
229|161|142|156|0|2
226|160|139|151|0|2
226|160|139|151|0|2
226|160|139|151|0|2
226|160|139|151|0|2
226|160|139|151|0|2
226|160|139|151|0|2
226|160|139|151|0|2
228|160|141|110|44|1
225|165|140|132|0|1
224|159|137|142|0|2
227|160|140|154|0|2
225|160|138|151|0|2
226|159|139|138|0|2
230|159|142|158|0|2
228|159|140|163|0|2
225|160|138|142|0|2
225|160|138|142|0|2
225|160|138|142|0|2
225|160|138|142|0|2
225|160|138|142|0|2
225|160|138|142|0|2
225|165|140|195|-43|1
229|160|142|151|0|1
225|160|138|135|0|2
225|160|138|135|0|2
225|160|138|135|0|2
225|160|138|135|0|2
225|160|138|135|0|2
225|160|138|135|0|2
225|160|138|146|0|2
229|159|141|153|0|2
229|159|141|153|0|2
229|159|141|153|0|2
229|159|141|153|0|2
229|159|141|153|0|2
229|159|141|153|0|2
229|159|141|153|0|2
229|159|141|153|0|2
229|159|141|153|0|2
225|160|138|147|0|2
226|160|139|146|0|2
225|161|139|151|0|2
225|161|139|151|0|2
225|161|139|151|0|2
225|161|139|151|0|2
225|161|139|151|0|2
225|161|139|151|0|2
225|161|139|151|0|2
225|161|139|151|0|2
225|161|139|151|0|2
225|161|139|151|0|2
225|161|139|151|0|2
225|161|139|151|0|2
225|161|139|151|0|2
225|161|139|151|0|2
225|161|139|151|0|2
225|161|139|151|0|2
225|159|138|155|0|2
224|161|138|146|0|2
224|161|138|146|0|2
224|161|138|146|0|2
224|161|138|146|0|2
224|161|138|146|0|2
224|161|138|124|29|1
224|159|137|138|0|1
225|160|138|158|0|2
225|160|138|142|0|2
223|159|136|135|0|2
227|160|140|146|0|2
223|160|136|131|22|2
223|160|136|131|22|1
228|159|140|149|0|1
228|159|140|153|0|2
228|160|141|154|0|2
226|159|139|151|0|2
226|159|139|151|0|2
226|159|139|151|0|2
227|159|140|154|0|2
227|159|140|154|0|2
227|159|140|154|0|2
227|160|140|147|0|2
224|159|137|138|0|2
228|159|140|158|0|2
226|161|139|165|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
225|160|138|146|0|2
227|161|140|154|0|2
223|161|137|135|0|2
223|161|137|138|0|2
223|159|136|145|0|2
223|160|136|142|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
227|159|140|156|0|2
223|156|135|174|0|2
222|159|135|146|0|2
226|160|139|156|0|2
227|157|139|161|0|2
224|157|136|147|0|2
224|157|136|147|0|2
224|157|136|147|0|2
224|157|136|147|0|2
224|157|136|147|0|2
224|157|136|147|0|2
226|159|139|180|-26|1
222|159|135|127|27|1
225|159|138|140|0|1
226|160|139|151|0|2
226|160|139|151|0|2
226|160|139|151|0|2
226|160|139|151|0|2
226|160|139|151|0|2
226|160|139|151|0|2
226|160|139|151|0|2
226|160|139|151|0|2
226|160|139|151|0|2
226|160|139|151|0|2
226|160|139|151|0|2
226|160|139|151|0|2
226|160|139|151|0|2
222|158|135|127|27|1
225|160|138|156|0|1
222|160|135|153|0|2
225|159|138|145|0|2
225|159|138|145|0|2
224|159|137|138|0|2
224|159|137|138|0|2
224|159|137|138|0|2
224|159|137|138|0|2
224|159|137|138|0|2
224|159|137|138|0|2
226|160|139|153|0|2
225|159|138|151|0|2
226|159|139|157|0|2
224|161|138|149|0|2
223|159|136|145|0|2
222|160|135|180|-27|2
222|160|135|180|-27|1
223|159|136|140|0|1
223|159|136|140|0|2
223|159|136|140|0|2
223|159|136|140|0|2
223|159|136|140|0|2
225|159|138|150|0|2
225|159|138|145|0|2
225|159|138|145|0|2
225|159|138|145|0|2
225|159|138|145|0|2
225|159|138|145|0|2
225|159|138|145|0|2
225|159|138|145|0|2
224|159|137|143|0|2
224|161|138|183|-30|2
224|161|138|183|-30|1
225|159|138|153|0|1
224|158|136|150|0|2
223|159|136|145|0|2
225|158|137|154|0|2
222|159|135|128|26|2
222|159|135|128|26|1
221|158|134|142|0|1
224|160|137|151|0|2
222|160|135|137|0|2
223|159|136|125|29|2
223|159|136|125|29|1
222|160|135|142|0|1
223|158|135|143|0|2
223|158|135|143|0|2
223|158|135|143|0|2
223|158|135|143|0|2
223|158|135|143|0|2
223|158|135|143|0|2
222|158|135|158|0|2
225|160|138|156|0|2
221|159|134|124|30|2
223|157|135|132|23|2
223|157|135|132|23|1
225|159|138|150|0|1
224|157|136|170|0|2
224|157|136|170|0|2
224|157|136|170|0|2
224|157|136|170|0|2
224|157|136|170|0|2
224|157|136|170|0|2
224|157|136|170|0|2
224|157|136|170|0|2
224|157|136|170|0|2
224|157|136|170|0|2
224|157|136|170|0|2
224|157|136|170|0|2
224|157|136|170|0|2
223|159|136|145|0|2
221|159|134|129|25|2
221|159|134|129|25|1
224|159|137|139|0|1
223|156|135|160|0|2
222|159|135|132|22|2
222|159|135|132|22|1
225|158|137|144|0|1
225|158|137|144|0|2
225|158|137|144|0|2
225|158|137|144|0|2
225|158|137|144|0|2
225|158|137|144|0|2
225|158|137|144|0|2
220|158|133|139|0|2
220|158|133|139|0|2
220|158|133|139|0|2
220|158|133|139|0|2
220|158|133|139|0|2
220|158|133|139|0|2
220|158|133|139|0|2
220|158|133|139|0|2
220|158|133|139|0|2
220|158|133|139|0|2
220|158|133|139|0|2
222|159|135|135|0|2
224|159|137|145|0|2
221|159|134|137|0|2
221|159|134|137|0|2
221|159|134|137|0|2
221|159|134|137|0|2
221|159|134|137|0|2
224|158|136|149|0|2
224|158|136|147|0|2
224|158|136|147|0|2
224|158|136|147|0|2
224|158|136|147|0|2
224|158|136|147|0|2
224|158|136|147|0|2
224|158|136|147|0|2
224|158|136|147|0|2
224|159|137|147|0|2
224|159|137|147|0|2
224|159|137|147|0|2
224|159|137|147|0|2
224|159|137|147|0|2
224|158|136|145|0|2
224|158|136|145|0|2
224|158|136|145|0|2
224|158|136|145|0|2
224|158|136|145|0|2
223|159|136|140|0|2
221|159|134|131|23|2
224|157|136|143|0|1
224|157|136|143|0|1
220|158|133|135|0|2
220|158|133|135|0|2
221|159|134|127|27|1
223|160|136|149|0|1
223|157|135|154|0|2
223|161|137|161|0|2
224|160|137|150|0|2
222|160|135|145|0|2
221|159|134|138|0|2
221|159|134|138|0|2
222|158|135|132|22|2
222|158|135|132|22|1
223|158|135|144|0|1
223|158|135|144|0|2
223|158|135|144|0|2
223|158|135|144|0|2
223|159|136|137|0|2
224|158|136|139|0|2
222|158|135|132|22|2
222|158|135|132|22|1
221|158|134|131|23|1
220|157|132|126|28|1
223|159|136|141|0|1
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|159|135|140|0|2
222|158|135|130|24|1
223|159|136|150|0|1
224|157|136|154|0|2
220|157|132|132|22|1
224|160|137|147|0|1
225|159|138|157|0|2
