goal_x|goal_y|goal_angle|robot_id||
113|98|81|244|-25|1
113|100|80|244|-26|1
113|97|82|244|-24|1
112|99|80|246|-27|1
113|99|81|242|-24|1
111|99|79|250|-31|1
114|99|81|231|0|1
114|99|81|231|0|2
114|99|81|231|0|2
113|99|81|237|0|2
113|99|81|237|0|2
113|99|81|237|0|2
113|99|81|237|0|2
113|99|81|237|0|2
114|98|82|230|0|2
114|98|82|230|0|2
114|98|82|230|0|2
114|98|82|230|0|2
110|101|77|246|-27|1
107|115|66|237|-26|1
107|116|66|229|0|1
108|114|68|226|0|2
105|115|65|233|-21|2
105|115|65|233|-21|1
104|122|60|233|-26|1
103|123|59|233|-27|1
99|131|52|215|0|1
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
99|131|52|215|0|2
103|132|55|210|0|2
103|132|55|210|0|2
103|132|55|210|0|2
103|132|55|210|0|2
103|132|55|210|0|2
103|132|55|210|0|2
100|132|53|221|-22|1
99|132|52|209|0|1
99|133|51|207|0|2
98|134|50|209|0|2
98|134|50|209|0|2
98|134|50|209|0|2
98|134|50|209|0|2
94|136|46|216|0|2
94|136|46|216|0|2
94|136|46|216|0|2
94|136|46|216|0|2
94|136|46|216|0|2
94|136|46|216|0|2
94|136|46|216|0|2
94|136|46|216|0|2
94|136|46|216|0|2
94|136|46|216|0|2
94|136|46|216|0|2
94|136|46|216|0|2
89|143|39|216|-26|2
89|143|39|216|-26|1
85|147|35|214|-30|1
86|146|36|205|0|1
86|147|36|207|-23|2
86|147|36|207|-23|1
86|146|36|206|0|1
87|148|37|195|0|2
84|152|34|206|-30|2
84|152|34|206|-30|1
84|149|34|194|0|1
81|149|31|192|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
81|151|31|194|0|2
77|154|27|194|-23|1
75|151|25|187|0|1
75|151|25|187|0|2
75|151|25|187|0|2
75|151|25|187|0|2
75|151|25|187|0|2
75|151|25|187|0|2
75|151|25|187|0|2
75|151|25|187|0|2
75|151|25|187|0|2
75|151|25|187|0|2
75|151|25|187|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|153|25|189|0|2
75|152|25|187|0|2
75|152|25|187|0|2
75|152|25|187|0|2
75|152|25|187|0|2
75|152|25|187|0|2
75|152|25|184|0|2
75|152|25|184|0|2
75|152|25|184|0|2
75|152|25|184|0|2
75|152|25|184|0|2
75|152|25|184|0|2
75|152|25|184|0|2
75|152|25|184|0|2
75|152|25|184|0|2
75|152|25|184|0|2
75|152|25|184|0|2
75|152|25|184|0|2
73|151|23|190|0|2
73|151|23|190|0|2
73|151|23|190|0|2
70|152|20|187|0|2
70|152|20|187|0|2
70|152|20|187|0|2
70|152|20|187|0|2
70|152|20|187|0|2
70|152|20|187|0|2
70|152|20|187|0|2
71|153|21|184|0|2
68|153|18|191|-21|2
67|153|17|189|0|1
66|153|16|182|0|1
63|155|13|182|-24|2
64|154|14|180|0|1
64|156|15|188|-32|2
62|154|12|186|-25|1
62|154|12|182|-21|1
59|155|10|180|-30|1
60|156|11|177|-28|1
61|155|12|175|0|1
61|155|12|175|0|2
61|155|12|175|0|2
61|155|12|175|0|2
61|155|12|175|0|2
61|155|12|175|0|2
61|155|12|175|0|2
61|155|12|175|0|2
61|155|12|175|0|2
61|155|12|175|0|2
61|155|12|175|0|2
61|155|12|175|0|2
59|154|9|180|-24|1
59|154|9|180|-24|2
59|154|9|180|-24|3
57|157|9|175|-40|3
58|155|9|168|-21|3
59|154|9|180|-24|3
58|155|9|177|-30|3
58|155|9|177|-30|3
58|155|9|177|-30|3
57|161|13|142|0|3
58|155|9|170|-23|3
58|155|9|170|-23|3
55|153|5|159|0|3
55|153|5|159|0|3
51|159|9|117|-21|3
56|154|7|160|0|3
55|156|7|152|-23|3
55|156|7|152|-23|3
50|158|8|108|0|3
56|161|12|129|0|3
56|161|12|129|0|3
54|158|8|133|0|3
54|158|8|133|0|3
54|156|7|135|0|3
56|161|12|120|0|3
51|156|6|114|0|3
51|156|6|114|0|3
54|162|12|112|0|3
53|157|7|132|0|3
55|158|9|129|0|3
54|157|8|124|0|3
54|158|8|122|0|3
49|158|8|93|0|3
54|158|8|117|0|3
53|157|7|115|0|3
54|158|8|113|0|3
53|157|7|117|0|3
52|162|12|104|0|3
52|162|12|104|0|3
53|157|7|106|0|3
52|162|12|100|0|3
53|163|13|100|0|3
48|162|12|79|0|3
51|157|7|90|0|3
54|161|11|105|0|3
54|161|11|105|0|3
54|161|11|105|0|3
50|158|8|78|0|3
50|155|5|74|0|3
49|156|6|70|0|3
48|157|7|54|0|3
48|157|7|54|0|3
48|157|7|54|0|3
48|157|7|54|0|3
48|155|5|55|0|3
48|155|5|55|0|3
47|153|4|45|0|3
52|160|10|87|0|3
55|157|8|104|21|3
56|155|7|77|63|3
52|160|10|90|0|3
52|160|10|90|0|3
52|160|10|90|0|3
52|160|10|90|0|3
53|153|4|0|135|3
53|153|4|0|135|4
Overall statistics|||||
Initial distance|Number of steps|Ellapsed time [seconds]|Travelled x|Travelled y|Travelled distance [pixels]
66|228|29.677061080932617|768|948|1220.0524578885943
