goal_x|goal_y|goal_angle|robot_id||
50|65|15|282|168|3
51|67|17|293|160|3
51|66|16|296|157|3
51|68|18|294|159|3
51|68|18|294|159|3
51|67|17|287|166|3
52|68|18|291|165|3
52|68|18|296|160|3
52|68|18|288|168|3
53|68|18|289|170|3
52|69|19|294|162|3
53|68|18|298|161|3
48|69|19|322|121|3
53|68|18|299|160|3
53|69|19|303|155|3
49|69|19|319|127|3
53|69|19|306|152|3
50|70|20|330|120|3
50|70|20|325|125|3
51|70|20|330|122|3
54|70|20|302|159|3
51|71|21|329|123|3
51|70|20|331|121|3
51|70|20|340|112|3
51|72|22|330|122|3
52|71|21|335|120|3
52|71|21|341|114|3
53|71|21|341|117|3
53|71|21|340|118|3
53|72|22|336|121|3
52|72|22|345|110|3
53|72|22|345|112|3
53|73|23|338|119|3
53|72|22|348|109|3
54|73|23|345|114|3
55|73|23|345|117|3
55|73|23|352|110|3
55|74|24|353|108|3
55|74|24|353|108|3
56|73|23|356|108|3
56|74|24|0|104|3
56|74|24|0|104|4
